SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,ISSN-国际标准刊号,URL-网址,DOI-DOI
期刊,以能力为导向的计算机程序设计课程教学改革,张崇芳;金玉凯;,南阳农业职业学院;,科技资讯,能力培养;;计算机课程;;程序设计;;教学改革,"随着各项科学技术的发展,我们已经全面进入信息化时代,对计算机技术的需求也日益增加,高校中对于计算机程序设计课程也尤为重视,而在教育课程新改革的要求下,一般传统模式的计算机程序课程已经不适合现阶段的教学活动,计算机相关课程的学生需要更贴合时代的教学模式,因此,高校在相关课程上必须要开展教学改革,这样才能使教学过程得以顺利开展,通过教学活动培养出社会发展需要的计算机相关人才。",2018-08-13,张崇芳;,,2018,16,23,191+193,TP311.1-4;G642.0,1672-3791,,10.16661/j.cnki.1672-3791.2018.23.191
期刊,以程序设计能力培养为导向的实践教学体系改革探析,肖丽;邹晓兵;石熙;,重庆第二师范学院数学与信息工程学院;,电子世界,程序设计能力;;实践教学;;教学改革,"以应用型本科技术技能人才培养为契机,积极推进面向应用型程序设计能力培养改革。本文讨论了实践教学在程序设计能力培养中的重要性,提出的实践教学改革建立了针对程序设计类课程群的复合型课程组,提出一个分段递进式实践教学体系,并对不同阶段实践教学的教学方法进行了探析。",2018-07-23,肖丽;,重庆市高等教育教学改革研究项目“面向电子信息类应用型人才程序设计能力培养的多层次实践教学改革与探索”(项目编号:163143),2018,,14,52-53,G652;TP311.1-4,1003-0522,,10.19353/j.cnki.dzsj.2018.14.021
期刊,基于STEM教育对程序设计类课程的研究,沈琛;王卫和;,合肥师范学院计算机学院;合肥工业大学附属中学体育教学部;,北方文学,STEM;;程序设计类课程,"程序设计类课程主要培养计算机及相关专业学生计算思维和程序设计能力,这也是大学生所需要培养的最重要的专业能力之一。文章分析现有程序设计类课程的概况,分析了将STEM教育理念融入到程序设计类课程中的可能性,以C语言程序设计为例,对教学设计进行分析和反思。",2018-07-15,沈琛;,,2018,,20,147,G652;TP311.1-4,0476-031X,,
期刊,基于过程化管理的《C语言程序设计》教学改革及探索,阴爱英;马云莺;,福州大学至诚学院;,闽西职业技术学院学报,C语言程序设计;;过程化管理;;教学改革;;编程思维,"针对《C语言程序设计》课程教学现状和存在问题,以过程化管理模式进行教学改革,设计过程化教学目标、教学方法、考核方案等,以促进学生平时主动学习,提升学生编程能力及课程教学效果。",2018-06-28,阴爱英;,福建省教育厅中青年教师教育科研项目(课题编号:JAT160658);; 福州大学第十批高等教育教学改革研究项目(课题编号:20170055),2018,20,02,101-104,G642;TP312.1-4,1673-4823,,
期刊,高职《数控编程》课程教学改革,廉良冲;厉佐葵;,湖南生物机电职业技术学院;,山东工业技术,数控编程;;改革;;教学模式,"数据编程技术是现代机械制造行业的核心技术,而且应用于国内外各大企业。所以现在各高校都在重视这一编程技术类的课程,让学生有一个好的学习环境、好的教学模式是这一编程类课程教学的最好方式。在下文中,主要论述了各高校的《数控编程》课程改革的几点建议。",2018-06-20,廉良冲;,湖南省职业院校教育教学改革研究项目(编号:ZJGB2016089);湖南省职业院校教育教学改革研究项目(编号ZJGB2016088),2018,,13,248+222,G712;TG659-4,1006-7523,,10.16640/j.cnki.37-1222/t.2018.13.228
期刊,C语言程序设计课程教学改革研究,苏畅;,东北电力大学计算机学院;,中外企业家,程序设计;;教学改革;;教学方法,"《C语言程序设计》是面向全校理工科计算机专业开设的计算机专业必修课以及非计算机专业开设的计算机公共基础课,在整个教学体系中占据非常重要的地位。针对教学中出现的问题进行总结研究分析,对课程进行教学改革。",2018-06-15,苏畅;,,2018,,17,166-167,TP312.1-4;G642,1000-8772,,
期刊,编程入门语言JS趣味化教学实践,刘雅君;李爱民;刘晟;张爱玲;袁婷;,西安理工大学;,电脑知识与技术,编程入门语言;;JavaScript;;教学改革;;趣味化教学;;游戏编程,"传统编程入门语言并不直观也不易学。因此,将JavaScript作为编程入门语言并进行趣味化教学改革实践,可以促进学生学习积极性。首先,通过小游戏引例和适当的知识点呼应,使整个学习过程具有吸引力,让学生的学习变得轻松有趣。其次,通过不同难度的练习,切实提升学生编程实操能力。最后,在综合""顶石""练习中,深化学习效果,使学生夯实课程基础。实践证明,该课程改革实践,不仅激发了学生的学习兴趣,而且大大提高课程质量。",2018-06-05,刘雅君;,,2018,14,16,102-103,G642;TP312.2-4,1009-3044,,10.14004/j.cnki.ckt.2018.1951
期刊,浅谈生产性实习模式下数控机床加工的教学改革与实践,王庆喜;,榆林职业技术学院;,内燃机与配件,生产性实习模式(实训);;数控机床加工;;教学改革;;教学实践,"介绍了数控机床加工的教学改革背景,通过对现状的调查和分析,给出改革的必要习性,探索教学改革的可行办法和观察教学实践的总体效果,对生产性实习模式下的教学进行合理分析,并给出评价。",2018-04-30,王庆喜;,,2018,,08,240-241,G712;TG659-4,1674-957X,,10.19475/j.cnki.issn1674-957x.2018.08.138
期刊,中小学信息技术教育定位的嬗变,张进宝;姬凌岩;,北京师范大学教育学部;国家行政学院信息技术部;,电化教育研究,信息技术教育;;信息素养;;计算思维;;编程教育;;人工智能,"中小学信息技术课程改革面临深刻反思的必要。文章对中小学信息技术教育定位的演变进行梳理,通过分析当下日益受到关注的计算机科学、编程教育和人工智能应用,剖析了以工具实用性为主的教育存在的问题,探讨了信息技术教育理应承担的数字时代信息意识教育的责任,以及新近备受关注的计算思维教育。文章认为,新时期中小学信息技术教育应定位于三个层次的核心目标:(1)以""增进信息意识,提升数字素养""作为课程初级目标;(2)以""促进计算思维,培养编程能力""作为课程核心目标;(3)以""体验技术实践,实现技术创新""作为教育的高级目标。",2018-04-28 13:59,张进宝;,北京市教育科学“十三五”规划2017年度优先关注课题“国内外应用信息技术提高教学质量的成功实践案例研究”(课题编号:CEHA17068),2018,39,05,108-114,G633.67,1003-1553,https://kns.cnki.net/kcms/detail/62.1022.G4.20180428.0856.003.html,10.13811/j.cnki.eer.2018.05.016
期刊,基于大数据过程评价的计算思维C语言混合式教学模式探究,王啸楠;雷大正;,安徽信息工程学院计算机与软件工程系;,赤峰学院学报(自然科学版),计算思维;;信息化教学平台;;过程评价;;教学改革;;精品资源,"在新课程改革的要求下,结合国内外一流大学的先进教学理念,将计算机科学基本概念和实际编程语言相结合,形成计算思维C语言综合性课程.本文从计算思维C语言的课程培养目标出发,通过多个维度全面阐述了建设信息化教学服务平台形成""教学练管""新型闭环管理模式,深入推进混合式教学模式、过程考核评价和特色教学资源体系等一系列改革,为全面落实以学习者为中心的个性化学习体系奠定基础.",2018-04-25,王啸楠;,安徽省教育厅省级质量工程:计算思维导论(进行中)(2015gxk148);安徽省教育厅省级质量工程:软件工程专业个性化人才培养模式改革研究与实践(已结项)(2014jyxm718),2018,34,04,145-147,G642;TP312.1-4,1673-260X,,10.13398/j.cnki.issn1673-260x.2018.04.054
期刊,“互联网+”时代基于项目开发的C#程序设计教学改革探讨,李娟;,德州职业技术学院;,电子世界,C#程序设计;;教学改革,"C#程序设计是德州职业技术学院计算机应用技术专业的一门职业能力核心课程。C#是一种安全的、稳定的、通用的,由C和C++衍生出来的面向对象的编程语言。本文对当前C#程序设计课程教学存在的问题进行了分析,并提出了""互联网+""时代C#程序设计教学改革的设想。从教学内容的选取与序化、项目化课程改革、课程信息化建设情况、教学方法和手段改革和课程考核方式改革等方面进行了探讨,希望对高职院校计算机专业程序设计课程的教学改革有一定参考价值。",2018-04-08,李娟;,,2018,,07,72,G712;TP312.1-4,1003-0522,,10.19353/j.cnki.dzsj.2018.07.037
期刊,基于应用型人才能力培养的数控编程课程教学改革,蒙斌;蔡建刚;,宁夏大学机械工程学院;兰州石化职业技术学院科技处;,吉林工程技术师范学院学报,任务驱动;;应用型人才;;创新;;数控;;编程,"应用型本科教育是培养技术应用型、技能型人才的教育,是以实际应用性能力培养为主的教育。要实现这一目标,就必须以职业能力养成为导向,以企业岗位需求为依据,结合专业发展的现状和实际情况,探索和尝试适应应用型人才培养的课程模式。以数控技术与编程课程为例,其课程改革方案设计时,应加强技能性和实践性教学环节,弱化认识性和了解性教学环节,课程实施时采用讲练结合、理实一体化的教学训练手段,将训练过程和企业岗位实际相结合。",2018-03-26,蒙斌;,宁夏高等学校本科教学工程建设项目(NXJG2016010),2018,34,03,16-18+52,G642;TG659-4,1009-9042,,
期刊,《C语言程序设计》课程教学改革探讨,王燕;周恺;潘雷;,南京晓庄学院信息工程学院;,电脑知识与技术,C语言;;教学改革;;网络教学平台;;在线评判系统;;过程考核,"《C语言程序设计》是大多数高校计算机专业的第一门程序设计类课程,该课程在整个计算机课程体系中有着非常重要的地位,但教师与学生都普遍认为该课程既难教也难学。该文首先分析了当前C语言课程教学中存在的一些普遍问题的成因,然后分别从教学目标、教学内容、教学方法、教学手段以及考核方式等方面进行了探索,主张注重培养学生程序设计的思想和使用C语言开发软件能力,并给出一些可行的改革建议。实践证明,该教学模式的改革方案是提高C语言教学质量,提高学生运用C语言解决问题的有效途径。",2018-03-25,王燕;,,2018,14,09,150-153,G642;TP312.1-4,1009-3044,,10.14004/j.cnki.ckt.2018.0881
